,word,negative,positive,uncertainty,litigious,constraining,superfluous,interesting
81639,unproved,False,False,True,False,False,False,False
81640,unproven,False,False,True,False,False,False,False
81646,unqualified,True,False,False,False,False,False,False
81647,unquantifiable,False,False,True,False,False,False,False
81648,unquantified,False,False,True,False,False,False,False
81676,unrealistic,True,False,False,False,False,False,False
81683,unreasonable,True,False,False,False,False,False,False
81684,unreasonableness,True,False,False,False,False,False,False
81686,unreasonably,True,False,False,False,False,False,False
81689,unreceptive,True,False,False,False,False,False,False
81693,unreconciled,False,False,True,False,False,False,False
81697,unrecoverable,True,False,False,False,False,False,False
81698,unrecovered,True,False,False,False,False,False,False
81714,unreimbursed,True,False,False,False,False,False,False
81722,unreliable,True,False,False,False,False,False,False
81727,unremediated,False,False,False,True,False,False,False
81728,unremedied,True,False,False,False,False,False,False
81737,unreported,True,False,False,False,False,False,False
81745,unresolved,True,False,False,False,False,False,False
81750,unrest,True,False,False,False,False,False,False
81788,unsafe,True,False,False,False,False,False,False
81793,unsalable,True,False,False,False,False,False,False
81794,unsaleable,True,False,False,False,False,False,False
81799,unsatisfactory,True,False,False,False,False,False,False
81800,unsatisfied,True,False,False,False,False,False,False
81804,unsavory,True,False,False,False,False,False,False
81811,unscheduled,True,False,False,False,False,False,False
81835,unseasonable,False,False,True,False,False,False,False
81836,unseasonably,False,False,True,False,False,False,False
81861,unsellable,True,False,False,False,False,False,False
81866,unsettled,False,False,True,False,False,False,False
81911,unsold,True,False,False,False,False,False,False
81918,unsound,True,False,False,False,False,False,False
81928,unspecific,False,False,True,False,False,False,False
81929,unspecified,False,False,True,False,False,False,False
81936,unstabilized,True,False,False,False,False,False,False
81937,unstable,True,False,False,False,False,False,False
81943,unstayed,False,False,False,True,False,False,False
81972,unsubstantiated,True,False,False,False,False,False,False
81973,unsuccessful,True,False,False,False,False,False,False
81974,unsuccessfully,True,False,False,False,False,False,False
81976,unsuitability,True,False,False,False,False,False,False
81977,unsuitable,True,False,False,False,False,False,False
81978,unsuitably,True,False,False,False,False,False,False
81979,unsuited,True,False,False,False,False,False,False
81985,unsure,True,False,False,False,False,False,False
81986,unsurpassed,False,True,False,False,False,False,False
81990,unsuspected,True,False,False,False,False,False,False
81991,unsuspecting,True,False,False,False,False,False,False
81993,unsustainable,True,False,False,False,False,False,False
82018,untenable,True,False,False,False,False,False,False
82025,untested,False,False,True,False,False,False,False
82045,untimely,True,False,False,False,False,False,False
82049,unto,False,False,False,True,False,False,False
82073,untrusted,True,False,False,False,False,False,False
82075,untruth,True,False,False,False,False,False,False
82076,untruthful,True,False,False,False,False,False,False
82077,untruthfully,True,False,False,False,False,False,False
82078,untruthfulness,True,False,False,False,False,False,False
82089,unusable,True,False,False,False,False,False,False
82091,unusual,False,False,True,False,False,False,False
82092,unusually,False,False,True,False,False,False,False
82114,unwanted,True,False,False,False,False,False,False
82121,unwarranted,True,False,False,False,False,False,False
82129,unwelcome,True,False,False,False,False,False,False
82139,unwilling,True,False,False,False,False,False,False
82141,unwillingness,True,False,False,False,False,False,False
82175,unwritten,False,False,True,False,False,False,False
82310,upset,True,False,False,False,False,False,False
82361,upturn,False,True,False,False,False,False,False
82408,urgency,True,False,False,False,False,False,False
82409,urgent,True,False,False,False,False,False,False
82475,usurious,True,False,False,True,False,False,False
82476,usurp,True,False,False,True,False,False,False
82477,usurpation,False,False,False,True,False,False,False
82479,usurped,True,False,False,True,False,False,False
82482,usurping,True,False,False,True,False,False,False
82483,usurps,True,False,False,True,False,False,False
82484,usury,True,False,False,True,False,False,False
82532,vacant,False,False,False,False,False,False,True
82577,vagary,False,False,True,False,False,False,False
82589,vague,False,False,True,False,False,False,False
82590,vaguely,False,False,True,False,False,False,False
82591,vagueness,False,False,True,False,False,False,False
82593,vaguer,False,False,True,False,False,False,False
82594,vaguest,False,False,True,False,False,False,False
82655,valuable,False,True,False,False,False,False,False
82695,vandalism,True,False,False,False,False,False,False
82754,variability,False,False,True,False,False,False,False
82755,variable,False,False,True,False,False,False,False
82757,variably,False,False,True,False,False,False,False
82758,variance,False,False,True,False,False,False,False
82760,variant,False,False,True,False,False,False,False
82762,variation,False,False,True,False,False,False,False
82766,varied,False,False,True,False,False,False,False
82773,varies,False,False,True,False,False,False,False
82790,vary,False,False,True,False,False,False,False
82791,varying,False,False,True,False,False,False,False
82913,vendee,False,False,False,True,False,False,False
83022,verdict,True,False,False,True,False,False,False
83075,versatile,False,True,False,False,False,False,False
83077,versatility,False,True,False,False,False,False,False
83156,vetoed,True,False,False,False,False,False,False
83181,viatical,False,False,False,True,False,False,False
83187,vibrancy,False,True,False,False,False,False,False
83188,vibrant,False,True,False,False,False,False,False
83242,victim,True,False,False,False,False,False,False
83389,violate,True,False,False,False,False,False,False
83390,violated,True,False,False,False,False,False,False
83391,violates,True,False,False,False,False,False,False
83392,violating,True,False,False,False,False,False,False
83393,violation,True,False,False,False,False,False,False
83395,violative,True,False,False,True,False,False,False
83396,violator,True,False,False,False,False,False,False
83398,violence,True,False,False,False,False,False,False
83400,violent,True,False,False,False,False,False,False
83401,violently,True,False,False,False,False,False,False
83539,vitiate,True,False,False,False,False,False,False
83540,vitiated,True,False,False,False,False,False,False
83541,vitiates,True,False,False,False,False,False,False
83542,vitiating,True,False,False,False,False,False,False
83543,vitiation,True,False,False,False,False,False,False
83662,voidable,False,False,False,True,False,False,False
83663,voided,True,False,False,True,False,False,False
83664,voiding,True,False,False,True,False,False,False
83669,volatile,True,False,True,False,False,False,False
83670,volatility,False,False,True,False,False,False,False
83813,vulnerability,True,False,False,False,False,False,False
83815,vulnerable,True,False,False,False,False,False,False
83816,vulnerably,True,False,False,False,False,False,False
84132,warn,True,False,False,False,False,False,False
84133,warned,True,False,False,False,False,False,False
84134,warning,True,False,False,False,False,False,False
84136,warns,True,False,False,False,False,False,False
84147,warrantee,False,False,False,True,False,False,False
84153,warrantor,False,False,False,True,False,False,False
84225,wasted,True,False,False,False,False,False,False
84226,wasteful,True,False,False,False,False,False,False
84240,wasting,True,False,False,False,False,False,False
84402,weak,True,False,False,False,False,False,False
